frame,person_id,class,bbox,confidence
204,217,backpack,"[1265.65, 1796.72, 1423.5, 2056.56]",0.39
204,218,backpack,"[1501.09, 1763.5, 1673.63, 2041.99]",0.32
204,184,backpack,"[1201.6, 1765.21, 1341.5, 2021.42]",0.49
205,1,person,"[367.5, 1646.56, 656.76, 2481.55]",0.8
205,2,person,"[1466.85, 1627.49, 1707.56, 2426.36]",0.85
205,3,person,"[13.5, 1592.8, 388.11, 2572.23]",0.85
205,6,person,"[1250.65, 1675.4, 1448.84, 2409.47]",0.74
205,7,person,"[909.01, 1693.96, 1138.35, 2410.15]",0.84
205,110,person,"[1218.85, 1674.81, 1332.33, 2016.61]",0.29
205,146,person,"[799.6, 1689.58, 933.85, 2109.52]",0.78
205,186,person,"[1826.81, 1654.26, 2160.0, 2738.57]",0.86
205,191,person,"[542.68, 1676.86, 744.4, 2279.31]",0.44
205,217,backpack,"[1269.08, 1795.73, 1424.17, 2051.37]",0.36
205,218,backpack,"[1507.81, 1761.22, 1679.88, 2038.95]",0.36
205,184,backpack,"[1206.65, 1773.11, 1337.23, 2019.42]",0.48
206,1,person,"[363.74, 1648.07, 653.94, 2491.1]",0.8
206,2,person,"[1472.01, 1623.0, 1711.94, 2417.34]",0.87
206,3,person,"[9.21, 1594.49, 387.24, 2584.76]",0.85
206,6,person,"[1250.18, 1673.87, 1448.44, 2416.42]",0.76
206,7,person,"[908.67, 1694.26, 1138.69, 2417.71]",0.85
206,110,person,"[1217.66, 1673.75, 1332.4, 2018.37]",0.26
206,146,person,"[798.78, 1688.75, 933.21, 2109.2]",0.78
206,186,person,"[1830.08, 1650.69, 2160.0, 2787.91]",0.68
206,191,person,"[546.15, 1677.14, 737.06, 2253.2]",0.45
206,217,backpack,"[1269.03, 1788.79, 1429.75, 2054.44]",0.42
206,184,backpack,"[1207.24, 1770.11, 1336.33, 2022.03]",0.44
207,1,person,"[365.94, 1650.63, 654.53, 2494.36]",0.8
207,2,person,"[1477.89, 1620.14, 1718.19, 2414.18]",0.85
207,3,person,"[8.99, 1599.23, 386.72, 2591.44]",0.85
207,6,person,"[1246.94, 1672.96, 1444.3, 2417.02]",0.74
207,7,person,"[907.2, 1695.1, 1134.86, 2417.66]",0.84
207,110,person,"[1218.3, 1672.6, 1333.52, 2019.44]",0.28
207,146,person,"[798.5, 1688.41, 932.44, 2107.0]",0.75
207,186,person,"[1835.34, 1646.77, 2160.0, 2828.29]",0.71
207,191,person,"[548.4, 1677.57, 731.76, 2235.92]",0.42
207,217,backpack,"[1258.51, 1777.89, 1432.26, 2065.7]",0.52
207,184,backpack,"[1208.44, 1762.55, 1338.56, 2023.24]",0.42
207,201,person,"[1160.87, 1717.74, 1228.07, 1949.11]",0.27
207,218,backpack,"[1523.36, 1760.34, 1696.17, 2039.07]",0.39
208,1,person,"[371.73, 1652.12, 651.18, 2470.33]",0.78
208,2,person,"[1483.39, 1618.77, 1725.46, 2415.21]",0.86
208,3,person,"[20.34, 1601.43, 393.58, 2590.32]",0.83
208,6,person,"[1246.19, 1674.02, 1442.21, 2417.03]",0.72
208,7,person,"[905.61, 1693.34, 1134.21, 2426.57]",0.83
208,110,person,"[1217.11, 1673.43, 1335.46, 2030.58]",0.33
208,146,person,"[798.43, 1685.31, 931.92, 2102.13]",0.77
208,186,person,"[1847.07, 1645.46, 2160.0, 2850.72]",0.74
208,191,person,"[554.57, 1673.7, 724.75, 2192.26]",0.42
208,217,backpack,"[1259.28, 1776.73, 1435.22, 2069.28]",0.48
208,184,backpack,"[1210.28, 1766.39, 1334.49, 2024.18]",0.31
208,218,backpack,"[1530.82, 1765.75, 1698.17, 2036.11]",0.43
209,1,person,"[367.77, 1654.21, 649.51, 2481.26]",0.78
209,2,person,"[1488.18, 1611.39, 1733.75, 2413.56]",0.85
209,3,person,"[24.28, 1604.36, 393.85, 2592.62]",0.82
209,6,person,"[1248.21, 1674.05, 1443.31, 2416.05]",0.73
209,7,person,"[905.41, 1690.67, 1134.48, 2432.51]",0.82
209,110,person,"[1215.74, 1673.4, 1337.02, 2040.4]",0.36
209,146,person,"[797.36, 1680.64, 930.72, 2095.8]",0.75
209,186,person,"[1865.34, 1651.76, 2160.0, 2842.42]",0.78
209,191,person,"[553.11, 1673.48, 721.17, 2187.49]",0.36
209,217,backpack,"[1254.99, 1780.79, 1433.3, 2077.35]",0.52
209,184,backpack,"[1212.3, 1772.43, 1331.06, 2027.21]",0.36
209,218,backpack,"[1531.8, 1768.24, 1693.89, 2030.68]",0.26
209,201,person,"[1159.65, 1712.09, 1229.44, 1950.39]",0.26
210,1,person,"[364.44, 1653.46, 645.06, 2481.89]",0.78
210,2,person,"[1489.55, 1607.76, 1738.75, 2415.96]",0.85
210,3,person,"[18.02, 1605.6, 385.86, 2594.18]",0.84
210,6,person,"[1252.92, 1674.91, 1447.15, 2415.92]",0.76
210,7,person,"[903.82, 1688.36, 1132.57, 2437.15]",0.83
210,110,person,"[1214.79, 1673.87, 1337.47, 2046.31]",0.38
210,146,person,"[793.67, 1674.69, 929.89, 2097.48]",0.75
210,186,person,"[1881.42, 1659.6, 2160.0, 2835.12]",0.56
210,191,person,"[549.29, 1670.81, 710.51, 2158.78]",0.39
210,217,backpack,"[1250.43, 1778.82, 1432.57, 2081.64]",0.51
210,184,backpack,"[1213.96, 1781.21, 1327.75, 2031.41]",0.3
210,218,backpack,"[1525.86, 1766.16, 1688.09, 2028.87]",0.32
210,201,person,"[1157.26, 1708.55, 1229.14, 1952.34]",0.32
211,1,person,"[364.63, 1648.75, 640.08, 2461.42]",0.76
211,2,person,"[1490.66, 1604.62, 1743.89, 2421.38]",0.86
211,3,person,"[20.58, 1603.52, 385.49, 2592.69]",0.84
211,6,person,"[1253.16, 1676.23, 1448.88, 2423.3]",0.75
211,7,person,"[903.16, 1685.3, 1128.87, 2431.39]",0.83
211,110,person,"[1219.52, 1673.66, 1338.7, 2036.96]",0.42
211,146,person,"[788.24, 1670.97, 928.14, 2102.68]",0.75
211,186,person,"[1896.45, 1674.66, 2160.0, 2850.44]",0.48
211,191,person,"[544.39, 1667.37, 707.14, 2157.51]",0.48
211,217,backpack,"[1238.18, 1776.71, 1429.5, 2092.51]",0.54
211,184,backpack,"[1215.71, 1780.43, 1329.05, 2034.53]",0.28
211,218,backpack,"[1519.67, 1761.94, 1685.05, 2031.09]",0.26
211,201,person,"[1156.19, 1709.33, 1228.69, 1954.13]",0.36
212,1,person,"[361.12, 1649.29, 637.28, 2464.58]",0.77
212,2,person,"[1491.24, 1604.8, 1746.58, 2422.85]",0.86
212,3,person,"[20.8, 1598.83, 384.19, 2591.97]",0.85
212,6,person,"[1250.29, 1676.59, 1448.99, 2434.38]",0.74
212,7,person,"[904.21, 1686.87, 1128.5, 2433.52]",0.82
212,110,person,"[1222.36, 1673.1, 1339.52, 2030.78]",0.35
212,146,person,"[783.66, 1666.38, 926.82, 2105.02]",0.75
212,186,person,"[1913.95, 1749.39, 2160.0, 2838.01]",0.38
212,191,person,"[542.89, 1668.4, 708.39, 2162.56]",0.34
212,217,backpack,"[1233.89, 1777.38, 1430.08, 2097.66]",0.52
212,184,backpack,"[1218.76, 1777.49, 1335.64, 2041.57]",0.25
212,218,backpack,"[1523.48, 1771.86, 1680.81, 2029.04]",0.28
212,201,person,"[1156.25, 1708.52, 1229.44, 1954.54]",0.36
213,1,person,"[366.53, 1648.9, 644.31, 2466.08]",0.76
213,2,person,"[1495.79, 1606.01, 1753.01, 2425.24]",0.85
213,3,person,"[20.07, 1590.22, 382.06, 2588.05]",0.85
213,6,person,"[1253.9, 1674.61, 1453.91, 2438.52]",0.76
213,7,person,"[903.77, 1688.08, 1128.4, 2441.02]",0.81
213,110,person,"[1219.57, 1672.78, 1340.84, 2042.81]",0.39
213,146,person,"[781.18, 1667.06, 923.78, 2099.8]",0.74
213,217,backpack,"[1244.97, 1785.87, 1432.8, 2091.89]",0.37
213,184,backpack,"[1218.94, 1782.85, 1333.11, 2042.93]",0.36
213,218,backpack,"[1519.01, 1767.46, 1678.8, 2030.07]",0.32
213,201,person,"[1153.68, 1711.04, 1229.72, 1965.91]",0.33
214,1,person,"[363.13, 1647.65, 644.33, 2468.43]",0.8
214,2,person,"[1497.15, 1610.44, 1757.36, 2433.67]",0.85
214,3,person,"[25.42, 1589.14, 379.35, 2569.38]",0.88
214,6,person,"[1255.09, 1674.77, 1457.21, 2445.58]",0.78
214,7,person,"[903.86, 1688.42, 1130.05, 2451.01]",0.81
214,110,person,"[1221.25, 1673.79, 1341.1, 2038.6]",0.42
214,146,person,"[780.4, 1669.47, 922.92, 2097.72]",0.75
214,217,backpack,"[1245.35, 1787.05, 1429.44, 2082.42]",0.38
214,184,backpack,"[1215.26, 1772.88, 1335.63, 2051.12]",0.32
214,201,person,"[1154.09, 1702.76, 1229.57, 1956.72]",0.36
214,186,person,"[1939.18, 1772.8, 2160.0, 2847.16]",0.51
214,191,person,"[534.4, 1664.09, 707.79, 2180.2]",0.26
215,1,person,"[362.57, 1647.79, 643.36, 2457.91]",0.79
215,2,person,"[1503.53, 1612.56, 1768.78, 2443.22]",0.85
215,3,person,"[32.07, 1586.89, 375.66, 2542.18]",0.87
215,6,person,"[1259.28, 1675.61, 1463.71, 2456.98]",0.79
215,7,person,"[905.25, 1690.98, 1130.53, 2453.16]",0.81
215,110,person,"[1222.4, 1675.22, 1342.93, 2041.95]",0.56
215,146,person,"[779.2, 1672.76, 923.45, 2103.69]",0.73
215,217,backpack,"[1254.45, 1796.68, 1433.42, 2076.82]",0.42
215,201,person,"[1155.49, 1706.84, 1233.18, 1968.7]",0.35
215,239,handbag,"[576.03, 2105.99, 702.63, 2328.13]",0.44
215,191,person,"[532.64, 1662.91, 704.73, 2171.08]",0.25
215,218,backpack,"[1505.16, 1757.28, 1679.49, 2042.77]",0.32
216,1,person,"[365.41, 1648.15, 644.97, 2448.5]",0.78
216,2,person,"[1509.38, 1615.37, 1780.86, 2456.95]",0.84
216,3,person,"[42.18, 1585.64, 378.13, 2520.57]",0.86
216,6,person,"[1264.94, 1677.3, 1470.05, 2464.63]",0.79
216,7,person,"[905.44, 1691.47, 1130.32, 2456.67]",0.81
216,110,person,"[1217.51, 1674.13, 1343.62, 2058.66]",0.54
216,146,person,"[776.99, 1675.95, 924.63, 2114.28]",0.72
216,201,person,"[1153.32, 1709.81, 1231.67, 1974.35]",0.25
216,239,handbag,"[572.89, 2103.94, 698.85, 2324.6]",0.42
216,191,person,"[532.15, 1665.62, 704.51, 2171.31]",0.3
216,218,backpack,"[1503.02, 1758.78, 1677.25, 2042.91]",0.46
217,1,person,"[367.36, 1647.22, 648.4, 2446.98]",0.81
217,2,person,"[1516.76, 1617.62, 1792.43, 2464.58]",0.83
217,3,person,"[44.3, 1585.86, 377.27, 2514.57]",0.88
217,6,person,"[1270.31, 1676.01, 1476.86, 2474.19]",0.78
217,7,person,"[908.8, 1691.08, 1133.02, 2456.0]",0.82
217,110,person,"[1216.25, 1673.2, 1344.47, 2065.32]",0.63
217,146,person,"[777.23, 1679.0, 922.25, 2106.54]",0.72
217,239,handbag,"[571.24, 2106.45, 693.04, 2319.08]",0.34
217,191,person,"[533.28, 1665.15, 701.92, 2154.55]",0.25
217,218,backpack,"[1500.81, 1755.31, 1680.05, 2047.76]",0.4
217,242,person,"[0.0, 1654.29, 111.61, 2369.0]",0.42
218,1,person,"[368.31, 1647.26, 649.96, 2444.54]",0.82
218,2,person,"[1532.16, 1618.47, 1815.71, 2471.69]",0.84
218,3,person,"[42.96, 1586.1, 376.4, 2517.1]",0.9
218,6,person,"[1275.96, 1675.41, 1483.57, 2483.14]",0.78
218,7,person,"[907.86, 1688.77, 1132.92, 2462.05]",0.8
218,110,person,"[1213.62, 1672.43, 1343.48, 2071.82]",0.62
218,146,person,"[773.69, 1681.19, 917.51, 2102.51]",0.71
218,239,handbag,"[577.21, 2105.28, 694.54, 2309.61]",0.27
218,191,person,"[532.39, 1668.4, 699.21, 2149.63]",0.27
219,1,person,"[370.02, 1647.73, 650.34, 2435.69]",0.83
219,2,person,"[1543.19, 1620.52, 1831.67, 2470.21]",0.84
219,3,person,"[40.61, 1586.75, 376.28, 2524.62]",0.91
219,6,person,"[1281.41, 1674.07, 1490.96, 2490.42]",0.78
219,7,person,"[908.27, 1691.16, 1130.37, 2458.34]",0.81
219,110,person,"[1210.99, 1671.82, 1341.63, 2076.08]",0.6
219,146,person,"[773.12, 1686.56, 917.82, 2106.04]",0.71
219,191,person,"[534.36, 1666.78, 688.85, 2106.07]",0.29
219,244,person,"[2077.96, 1726.77, 2158.8, 2214.88]",0.38
219,201,person,"[1144.07, 1714.52, 1217.37, 1961.77]",0.33
220,1,person,"[369.56, 1649.21, 653.34, 2442.62]",0.81
220,2,person,"[1547.59, 1621.92, 1844.51, 2483.05]",0.84
220,3,person,"[41.8, 1591.81, 379.0, 2530.67]",0.89
220,6,person,"[1283.02, 1675.84, 1493.8, 2497.29]",0.8
220,7,person,"[908.66, 1691.67, 1131.32, 2466.73]",0.81
220,110,person,"[1209.52, 1671.63, 1340.53, 2078.4]",0.59
220,146,person,"[771.23, 1690.05, 918.64, 2113.52]",0.74
220,191,person,"[540.7, 1670.79, 693.52, 2098.17]",0.35
220,201,person,"[1144.7, 1709.32, 1219.32, 1959.32]",0.3
220,218,backpack,"[1507.99, 1766.61, 1683.94, 2058.56]",0.35
221,1,person,"[368.1, 1652.42, 658.3, 2461.69]",0.81
221,2,person,"[1540.52, 1623.82, 1838.71, 2488.6]",0.81
221,3,person,"[37.46, 1595.16, 377.2, 2536.2]",0.88
221,6,person,"[1286.53, 1674.12, 1499.81, 2507.23]",0.81
221,7,person,"[907.54, 1691.38, 1130.08, 2470.92]",0.79
221,110,person,"[1208.72, 1670.69, 1341.51, 2083.56]",0.59
221,146,person,"[771.21, 1694.05, 917.69, 2112.27]",0.75
221,191,person,"[539.63, 1669.82, 701.22, 2117.45]",0.31
221,201,person,"[1144.03, 1705.35, 1219.68, 1957.56]",0.26
221,218,backpack,"[1510.17, 1765.91, 1689.47, 2070.02]",0.26
221,244,person,"[2068.55, 1750.09, 2160.0, 2318.76]",0.36
222,1,person,"[366.8, 1655.35, 657.91, 2467.68]",0.77
222,2,person,"[1537.61, 1620.61, 1833.72, 2481.41]",0.83
222,3,person,"[32.65, 1600.74, 374.34, 2544.37]",0.88
222,6,person,"[1288.46, 1672.0, 1504.75, 2517.16]",0.8
222,7,person,"[904.03, 1693.44, 1127.57, 2484.2]",0.78
222,110,person,"[1206.48, 1669.41, 1341.06, 2088.65]",0.59
222,146,person,"[771.33, 1696.22, 916.53, 2109.62]",0.74
222,191,person,"[535.35, 1673.02, 711.51, 2163.21]",0.28
222,201,person,"[1137.42, 1701.92, 1215.23, 1959.3]",0.29
222,218,backpack,"[1514.87, 1777.11, 1681.03, 2062.7]",0.31
222,244,person,"[2061.81, 1726.34, 2160.0, 2323.31]",0.49
223,1,person,"[367.44, 1657.24, 653.56, 2454.02]",0.79
223,2,person,"[1545.85, 1618.99, 1840.44, 2473.16]",0.83
223,3,person,"[32.43, 1604.26, 378.57, 2553.4]",0.88
223,6,person,"[1290.0, 1670.32, 1509.02, 2526.08]",0.81
223,7,person,"[895.46, 1694.94, 1119.94, 2498.7]",0.76
223,110,person,"[1204.63, 1668.89, 1340.61, 2093.94]",0.57
223,146,person,"[769.74, 1696.21, 914.67, 2108.62]",0.73
223,191,person,"[538.19, 1677.46, 709.81, 2154.74]",0.26
223,201,person,"[1136.14, 1699.67, 1215.75, 1960.06]",0.33
223,218,backpack,"[1518.26, 1766.95, 1682.97, 2055.4]",0.33
223,244,person,"[2053.29, 1705.06, 2153.98, 2311.19]",0.53
224,1,person,"[370.45, 1658.26, 648.67, 2427.94]",0.83
224,2,person,"[1553.71, 1614.6, 1855.61, 2484.59]",0.79
224,3,person,"[34.94, 1608.89, 384.62, 2562.06]",0.88
224,6,person,"[1292.43, 1669.16, 1513.55, 2531.67]",0.81
224,7,person,"[891.82, 1690.96, 1116.74, 2507.38]",0.74
224,110,person,"[1204.42, 1669.16, 1341.0, 2098.1]",0.58
224,146,person,"[766.95, 1693.46, 913.02, 2109.04]",0.72
224,191,person,"[540.79, 1677.49, 709.37, 2144.76]",0.31
224,201,person,"[1137.19, 1699.4, 1217.35, 1959.05]",0.35
224,218,backpack,"[1524.04, 1770.57, 1678.15, 2043.61]",0.31
224,244,person,"[2047.79, 1725.24, 2146.11, 2306.58]",0.54
225,1,person,"[373.76, 1659.81, 650.44, 2421.39]",0.81
225,2,person,"[1559.98, 1611.2, 1867.99, 2491.18]",0.79
225,3,person,"[46.68, 1611.6, 397.41, 2566.84]",0.87
225,6,person,"[1298.59, 1667.09, 1521.61, 2533.57]",0.8
225,7,person,"[891.43, 1688.61, 1114.33, 2509.84]",0.72
225,110,person,"[1204.43, 1669.53, 1340.53, 2098.19]",0.68
225,146,person,"[763.87, 1689.47, 910.88, 2107.58]",0.76
225,191,person,"[537.28, 1676.36, 711.31, 2160.97]",0.33
225,201,person,"[1138.33, 1697.08, 1219.71, 1958.22]",0.38
225,244,person,"[2043.89, 1722.29, 2144.46, 2306.16]",0.58
225,247,person,"[545.6, 1682.63, 707.49, 2015.22]",0.31
226,1,person,"[375.47, 1660.33, 652.71, 2420.13]",0.82
226,2,person,"[1563.42, 1607.0, 1873.77, 2487.67]",0.8
226,3,person,"[45.34, 1612.85, 395.63, 2568.07]",0.87
226,6,person,"[1301.82, 1666.51, 1528.02, 2540.15]",0.8
226,7,person,"[888.0, 1684.28, 1109.18, 2515.04]",0.71
226,110,person,"[1204.96, 1669.74, 1340.76, 2096.55]",0.69
226,146,person,"[763.21, 1686.1, 911.62, 2107.45]",0.73
226,191,person,"[530.78, 1674.59, 712.83, 2188.41]",0.25
226,201,person,"[1140.28, 1694.72, 1222.57, 1957.16]",0.3
226,244,person,"[2035.37, 1682.66, 2145.34, 2310.84]",0.62
226,247,person,"[536.17, 1676.59, 716.57, 2047.99]",0.3
227,1,person,"[377.57, 1657.8, 653.2, 2409.6]",0.84
227,2,person,"[1570.08, 1601.13, 1880.75, 2474.21]",0.82
227,3,person,"[43.64, 1613.97, 393.3, 2566.42]",0.88
227,6,person,"[1301.25, 1663.6, 1531.1, 2545.03]",0.78
227,7,person,"[886.25, 1681.27, 1103.83, 2511.62]",0.74
227,110,person,"[1205.7, 1670.24, 1341.86, 2097.0]",0.64
227,146,person,"[760.63, 1682.57, 909.79, 2106.1]",0.75
227,191,person,"[534.93, 1674.35, 715.84, 2186.93]",0.29
227,201,person,"[1141.72, 1697.66, 1222.92, 1955.12]",0.35
227,244,person,"[2031.18, 1656.87, 2147.26, 2310.69]",0.69
227,247,person,"[540.18, 1672.44, 716.58, 2035.69]",0.31
228,1,person,"[378.81, 1655.06, 655.52, 2407.81]",0.85
228,2,person,"[1574.21, 1600.89, 1884.01, 2465.38]",0.84
228,3,person,"[40.93, 1611.55, 390.53, 2564.59]",0.89
228,6,person,"[1304.48, 1662.52, 1536.71, 2548.05]",0.8
228,7,person,"[887.3, 1677.37, 1103.63, 2513.37]",0.74
228,110,person,"[1205.28, 1670.2, 1341.95, 2097.44]",0.66
228,146,person,"[759.38, 1681.48, 907.38, 2100.79]",0.79
228,191,person,"[532.12, 1671.99, 712.69, 2189.77]",0.31
228,201,person,"[1143.44, 1699.95, 1223.69, 1953.43]",0.37
228,244,person,"[2032.7, 1647.87, 2151.42, 2311.43]",0.69
228,247,person,"[544.97, 1675.99, 711.76, 2019.68]",0.36
229,1,person,"[377.37, 1652.72, 655.81, 2407.68]",0.82
229,2,person,"[1576.43, 1600.21, 1885.18, 2458.44]",0.82
229,3,person,"[43.46, 1608.15, 391.58, 2559.67]",0.88
229,6,person,"[1313.37, 1663.0, 1545.27, 2543.85]",0.84
229,7,person,"[887.37, 1676.97, 1102.79, 2517.26]",0.77
229,110,person,"[1204.51, 1669.93, 1342.38, 2098.31]",0.63
229,146,person,"[759.37, 1681.0, 906.34, 2097.47]",0.77
229,191,person,"[536.21, 1671.43, 718.46, 2197.87]",0.35
229,201,person,"[1145.32, 1702.53, 1224.74, 1953.15]",0.33
229,244,person,"[2035.29, 1640.51, 2155.34, 2309.48]",0.7
229,247,person,"[548.02, 1676.06, 712.18, 2014.44]",0.27
229,249,person,"[2066.31, 1688.01, 2158.95, 2277.87]",0.44
230,1,person,"[376.22, 1651.96, 658.54, 2417.77]",0.81
230,2,person,"[1573.95, 1597.61, 1888.64, 2473.5]",0.83
230,3,person,"[45.6, 1605.44, 393.46, 2557.24]",0.88
230,6,person,"[1318.72, 1664.85, 1554.08, 2556.1]",0.86
230,7,person,"[884.7, 1676.79, 1101.96, 2531.08]",0.8
230,110,person,"[1204.81, 1671.09, 1344.31, 2102.71]",0.61
230,146,person,"[758.56, 1680.55, 904.8, 2094.83]",0.77
230,191,person,"[542.48, 1669.82, 719.51, 2184.09]",0.39
230,201,person,"[1145.69, 1704.44, 1225.27, 1955.64]",0.3
230,244,person,"[2038.88, 1636.97, 2159.51, 2311.18]",0.7
230,247,person,"[553.71, 1669.94, 716.62, 2005.8]",0.29
231,1,person,"[375.42, 1648.38, 661.17, 2424.59]",0.82
231,2,person,"[1575.93, 1598.3, 1892.94, 2482.22]",0.82
231,3,person,"[49.93, 1600.46, 391.41, 2536.92]",0.9
231,6,person,"[1321.03, 1667.21, 1562.98, 2579.58]",0.87
231,7,person,"[882.16, 1675.86, 1106.54, 2561.86]",0.8
231,110,person,"[1205.18, 1672.3, 1344.11, 2101.49]",0.65
231,146,person,"[755.66, 1680.34, 902.17, 2098.5]",0.77
231,191,person,"[550.09, 1669.73, 717.66, 2156.94]",0.37
231,201,person,"[1144.82, 1701.48, 1226.06, 1956.94]",0.3
231,244,person,"[2042.62, 1634.87, 2160.0, 2314.49]",0.67
231,247,person,"[553.27, 1670.2, 716.73, 2008.2]",0.34
232,1,person,"[376.9, 1650.06, 660.34, 2420.33]",0.83
232,2,person,"[1576.63, 1597.04, 1894.63, 2490.95]",0.84
232,3,person,"[51.09, 1597.58, 387.03, 2522.21]",0.9
232,6,person,"[1327.0, 1671.17, 1570.56, 2586.95]",0.87
232,7,person,"[878.53, 1675.71, 1105.54, 2577.26]",0.81
232,110,person,"[1204.73, 1673.53, 1344.13, 2103.29]",0.69
232,146,person,"[755.47, 1681.56, 900.37, 2097.07]",0.78
232,191,person,"[546.46, 1670.28, 718.68, 2175.6]",0.44
232,201,person,"[1143.92, 1701.47, 1226.07, 1958.36]",0.3
232,244,person,"[2042.74, 1632.85, 2160.0, 2318.66]",0.68
232,247,person,"[558.91, 1668.96, 713.63, 1988.09]",0.3
233,1,person,"[375.97, 1651.35, 657.16, 2415.18]",0.85
233,2,person,"[1581.56, 1596.16, 1898.95, 2499.34]",0.85
233,3,person,"[53.83, 1595.07, 383.1, 2500.27]",0.89
233,6,person,"[1329.9, 1673.17, 1575.93, 2595.75]",0.87
233,7,person,"[874.39, 1677.49, 1102.68, 2582.74]",0.82
233,110,person,"[1204.37, 1674.41, 1343.32, 2101.01]",0.71
233,146,person,"[754.53, 1682.4, 898.31, 2098.37]",0.81
233,191,person,"[547.7, 1671.72, 721.19, 2186.58]",0.38
233,244,person,"[2040.03, 1629.47, 2160.0, 2323.17]",0.71
233,247,person,"[560.71, 1670.57, 709.97, 1977.89]",0.29
234,1,person,"[374.35, 1651.84, 654.84, 2411.88]",0.84
234,2,person,"[1592.88, 1595.25, 1910.09, 2507.66]",0.83
234,3,person,"[56.1, 1592.43, 380.78, 2486.62]",0.88
234,6,person,"[1341.58, 1674.6, 1588.21, 2600.83]",0.86
234,7,person,"[870.73, 1683.38, 1101.3, 2589.45]",0.85
234,110,person,"[1207.32, 1675.54, 1345.21, 2099.15]",0.69
234,146,person,"[752.21, 1683.36, 894.31, 2098.32]",0.8
234,191,person,"[547.42, 1672.29, 719.81, 2187.39]",0.38
234,244,person,"[2033.95, 1627.21, 2158.4, 2330.46]",0.72
234,247,person,"[559.55, 1671.23, 709.13, 1978.76]",0.27
234,253,person,"[281.2, 1662.6, 404.83, 2043.85]",0.42
234,255,backpack,"[1594.09, 1743.22, 1740.83, 2042.21]",0.48
234,256,person,"[1336.07, 1703.01, 1425.07, 1955.4]",0.39
235,1,person,"[372.4, 1651.63, 654.38, 2415.22]",0.84
235,2,person,"[1596.53, 1596.41, 1911.76, 2512.91]",0.85
235,3,person,"[56.49, 1590.1, 380.52, 2482.88]",0.88
235,6,person,"[1351.8, 1677.31, 1599.74, 2608.07]",0.83
235,7,person,"[863.86, 1685.8, 1099.14, 2602.82]",0.84
235,110,person,"[1210.37, 1678.09, 1348.97, 2103.27]",0.75
235,146,person,"[749.43, 1682.17, 893.22, 2105.5]",0.76
235,191,person,"[546.5, 1672.66, 720.5, 2197.73]",0.38
235,244,person,"[2026.46, 1621.79, 2154.32, 2339.82]",0.69
235,253,person,"[282.52, 1663.1, 403.66, 2037.03]",0.38
235,255,backpack,"[1601.87, 1745.7, 1749.68, 2046.5]",0.32
235,256,person,"[1331.35, 1702.76, 1432.43, 1989.75]",0.34
236,1,person,"[367.62, 1649.57, 653.7, 2422.94]",0.84
236,2,person,"[1603.51, 1597.51, 1917.54, 2518.34]",0.84
236,3,person,"[55.1, 1589.72, 381.22, 2488.56]",0.87
236,6,person,"[1358.68, 1679.67, 1609.59, 2620.69]",0.84
236,7,person,"[859.01, 1687.88, 1102.87, 2624.93]",0.84
236,110,person,"[1209.88, 1678.99, 1350.3, 2109.92]",0.73
236,146,person,"[744.92, 1683.19, 895.25, 2131.08]",0.71
236,191,person,"[544.33, 1673.28, 721.56, 2213.96]",0.36
236,244,person,"[2021.09, 1621.41, 2150.76, 2341.43]",0.7
236,253,person,"[279.44, 1664.47, 399.64, 2035.37]",0.34
236,255,backpack,"[1604.89, 1745.41, 1754.77, 2050.38]",0.44
236,256,person,"[1330.87, 1702.61, 1438.42, 2008.17]",0.29
237,1,person,"[364.98, 1648.07, 653.81, 2426.21]",0.84
237,2,person,"[1612.6, 1598.95, 1926.48, 2521.81]",0.84
237,3,person,"[55.0, 1590.91, 383.51, 2494.18]",0.86
237,6,person,"[1367.39, 1679.63, 1622.23, 2633.35]",0.85
237,7,person,"[854.48, 1693.72, 1106.62, 2636.08]",0.83
237,110,person,"[1210.27, 1679.38, 1349.31, 2105.36]",0.73
237,146,person,"[744.07, 1680.78, 889.85, 2116.47]",0.62
237,191,person,"[538.01, 1674.05, 723.16, 2247.81]",0.33
237,244,person,"[2017.24, 1624.2, 2148.28, 2339.1]",0.76
237,255,backpack,"[1614.74, 1739.18, 1771.84, 2057.53]",0.41
237,256,person,"[1330.64, 1706.13, 1442.69, 2025.77]",0.32
238,1,person,"[363.8, 1648.99, 654.25, 2431.82]",0.84
238,2,person,"[1622.82, 1601.89, 1934.5, 2520.23]",0.86
238,3,person,"[58.01, 1595.69, 387.88, 2498.82]",0.85
238,6,person,"[1373.98, 1680.5, 1632.29, 2647.4]",0.84
238,7,person,"[840.46, 1702.66, 1100.9, 2654.16]",0.86
238,110,person,"[1210.52, 1678.84, 1348.14, 2101.5]",0.68
238,146,person,"[743.6, 1684.24, 888.46, 2120.77]",0.57
238,244,person,"[2012.87, 1624.53, 2146.13, 2334.82]",0.8
238,255,backpack,"[1619.46, 1750.57, 1773.54, 2062.47]",0.4
238,256,person,"[1330.26, 1699.75, 1446.79, 2033.88]",0.36
239,1,person,"[366.55, 1651.74, 660.67, 2448.7]",0.85
239,2,person,"[1630.28, 1600.32, 1942.72, 2520.75]",0.84
239,3,person,"[59.83, 1598.6, 393.57, 2506.92]",0.85
239,6,person,"[1379.89, 1677.64, 1642.39, 2656.04]",0.84
239,7,person,"[833.73, 1704.3, 1103.84, 2666.03]",0.85
