epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2422.53,1.2913,3.30402,1.51382,0.46597,0.28509,0.19112,0.12042,1.36392,3.1852,1.66275,0.000207889,0.000207889,0.000207889
